,tweet,emotion,pre_clean_len,clean_text
2421,A P Bassett Solicitors is out! http://t.co/kFB6gIjD64 Stories via @UWEBristol @royalcourt @Tate_StIves,nocode,102,a p bassett solicitors is out stories via
2422,@britishmuseum @MangoBwoy he also just as notoriously take only about 8 minutes to complete breakfast We know his meal before the battle,nocode,136,he also just as notoriously take only about minutes to complete breakfast we know his meal before the battle
2423,@britishmuseum #RALPHMARLEY #Art http://t.co/1kvJX47RIN,nocode,55,ralphmarley art
2424,Our current project working with @kettlesyard is going well so far! The work of Henri Gaudier-Brzeska is providing enjoyment all round!,happy,135,our current project working with is going well so far the work of henri gaudier brzeska is providing enjoyment all round
2425,"@NationalGallery UNESCO-VENETO-THE OPERA,una risposta per l'Italia e una nuova visione del Mondo su, http://t.co/NsOuQRnFYV",nocode,123,unesco veneto the opera una risposta per l italia e una nuova visione del mondo su
2426,@odonnellhugh @britishmuseum   Greece is Greece! But Egyptian culture is before....,nocode,83,greece is greece but egyptian culture is before
2427,"Construction underway @Tate_StIves. Exciting new cultural / community potential, hope helps finances too http://t.co/rcAR0D861Z @cladglobal",happy,139,construction underway exciting new cultural community potential hope helps finances too
2428,Objects Too Big To Carry: a blog and consultation from Deborah Walton @CamUnivMuseums http://t.co/8pdzkTA0RA,nocode,108,objects too big to carry a blog and consultation from deborah walton
2429,@NationalGallery beautiful,happy,26,beautiful
2430,@MrStuchbery @britishmuseum ok. Thank you,happy,41,ok thank you
2431,"Slightly more pertinently, his work's great. Ligon: Encounters and Collisions @tateliverpool opens next week",happy,108,slightly more pertinently his work s great ligon encounters and collisions opens next week
2432,@tateliverpool Biggest number of Jackson Pollock’s black pourings in the UK: Northern Soul talks to Tate Liverpool http://t.co/XEfCDRit7Q,nocode,137,biggest number of jackson pollock s black pourings in the uk northern soul talks to tate liverpool
2433,"Defining beauty: the body in ancient Greek art (at @BritishMuseum in London, Greater London w/ @otnomis) https://t.co/asU45fJkbm",nocode,128,defining beauty the body in ancient greek art at in london greater london w
2434,.@NationalGallery #AskTheGallery perhaps the questions may be better answered here(?)  information@ng-london.org.uk +44 (0)20 7747 2885,nocode,135,askthegallery perhaps the questions may be better answered here information org uk
2435,Tickets now on sale for #DefiningBeauty @britishmuseum http://t.co/M3bvqPcQmh,nocode,77,tickets now on sale for definingbeauty
2436,Greek Beauty #lastdays Defining beauty – the body in ancient Greek art @britishmuseum My take: http://t.co/rHJxoGmfYE http://t.co/wxHHvWtqAM,nocode,140,greek beauty lastdays defining beauty the body in ancient greek art my take
2437,@mewtopia hi! Interesting stuff so far... I'm sat with @TheMuseumOfLiz and Susie from @kettlesyard :),happy,101,hi interesting stuff so far i m sat with and susie from
2438,@NationalGallery I'm afraid quite a lot is lost in translation here. See Mario Praz's explanation http://t.co/MfQoDwwK2j,not-relevant,120,i m afraid quite a lot is lost in translation here see mario praz s explanation
2439,The excellent Teaching History with 100 objects http://t.co/YSxWfalP6X by @britishmuseum LOVE the poster sent to schools #CCConf2015,happy,132,the excellent teaching history with objects by love the poster sent to schools ccconf
2440,@ArtDecoBiz @britishmuseum they look stunning. Wish I had 'smellyvision' #britishgarden #rose #flowers #summer,happy,110,they look stunning wish i had smellyvision britishgarden rose flowers summer
2441,"@britishmuseum @Nickuae Not pejoratively: Josiah Tucker 1766, shopkeeping nation; Adam Smith Wealth of Nations 1776, nation of shopkeepers",nocode,138,not pejoratively josiah tucker shopkeeping nation adam smith wealth of nations nation of shopkeepers
2442,The last #selfie @britishmuseum with @mariarodrirubin :( http://t.co/OL73O0QD4q,sad,79,the last selfie with
2443,@britishmuseum  Фантастика !!!,not-relevant,30,
2444,"Early exhibition! (at @BritishMuseum in London, Greater London) https://t.co/37ccTzuYgo",happy,87,early exhibition at in london greater london
2445,'Elements of Nature' with Constable Cotman Palmer Whistler Sargent Cézanne @FitzMuseum_UK http://t.co/8o62wue706 http://t.co/8DW6rviqfc,nocode,135,elements of nature with constable cotman palmer whistler sargent c zanne
2446,Join @Buzz_dont_tweet &amp; @PlymouthMuseum for a #WildAboutPlymouth Big Bug Hunt on 11th July https://t.co/QojUQp1WO9 @NaturePlymouth #Plymouth,nocode,144,join for a wildaboutplymouth big bug hunt on th july plymouth
2447,James Richards composes a sonic score for a Francis Bacon painting @_TheWhitechapel part of VAC Collection displays http://t.co/eNii1PlnZj,nocode,138,james richards composes a sonic score for a francis bacon painting part of vac collection displays
2448,@britishmuseum Really interesting. Must visit. Thanks.,happy,54,really interesting must visit thanks
2449,After 29 yrs #Cézanne #painting to leave UK unless funds raised @FitzMuseum_UK via @an_artnews http://t.co/VjDNl3XU7C http://t.co/0frSDQ5LHN,sad,140,after yrs c zanne painting to leave uk unless funds raised via
2450,@ArtandPerfume @NationalGallery This looks great; wish I could be there!,happy,72,this looks great wish i could be there
2451,Gary's Southwest Daily is out! http://t.co/n9cbN3ilt8 Stories via @PlymouthMuseum @Jon2aylor,nocode,92,gary s southwest daily is out stories via
2452,Fabulous feature on @tateliverpool in @guardian a definite must read folks @moreLiverpool if you're planning a visit http://t.co/yQ3V19Alvx,happy,139,fabulous feature on in a definite must read folks if you re planning a visit
2453,Jun 2015: http://t.co/6F7XReNNTf has British Museum @britishmuseum covered under the MUSEUM tab http://t.co/MIeTCIf3N0 #London #Museum,nocode,134,jun has british museum covered under the museum tab london museum
2454,#DefiningBeauty @britishmuseum stunning celebration of the body in Ancient Greek #art. 5🌟- ends 2/7. 3min video👇 https://t.co/OTcdHNOLmg,happy,136,definingbeauty stunning celebration of the body in ancient greek art ends min video
2455,@britishmuseum thanks for the tour! Just amazing! 💜 from Madrid,happy,63,thanks for the tour just amazing from madrid
2456,#FF @Camboats @ColchesterArts @ColchesterZoo @camfilmfest @FitzMuseum_UK @CambJunction @Ip_art @TheatreRNorwich @norwich_puppet,nocode,127,ff
2457,@JuliaBradbury @SimonCalder @walsop @HodderPRIBA @_TheWhitechapel A pleasure to meet you all last week!,happy,103,a pleasure to meet you all last week
2458,"Don’t forget, tonight is the FREE @britishmuseum curators talk at Breadalbane Community Campus.  7.30pm start! http://t.co/kGJ0LQPijA",nocode,133,don t forget tonight is the free curators talk at breadalbane community campus pm start
2459,Ancient beauty and modern lives http://t.co/c85oF39AZx via @britishmuseum,nocode,73,ancient beauty and modern lives via
2460,A #Zurbarán le ha pasado ahora lo que a #Rembrandt hace 20 años en la @NationalGallery: desatribuciones a montones https://t.co/dCww6jaMRV,not-relevant,138,a zurbar n le ha pasado ahora lo que a rembrandt hace a os en la desatribuciones a montones
2461,Sutton Hoo Ship burial @britishmuseum http://t.co/wkNOyVWg5Z,nocode,60,sutton hoo ship burial
2462,Queen Charlotte's glance draws our eyes to the view of Eton College as seen from Windsor Castle http://t.co/rQlTHY3xWP @NationalGallery,nocode,135,queen charlotte s glance draws our eyes to the view of eton college as seen from windsor castle
2463,@roshvarosha @LisaLooly @newmanmpaul @DrawntoDevon @DavidSmithArt @ThelmaHulbert see you all there! :-),happy,103,see you all there
2464,@RAMMuseum Excellnt exhibition BENEDICT RUBBRA Eye to Image until 2 Aug 2015 http://t.co/eal9unZMPL #art #Africa #nature #Devon #observation,happy,140,excellnt exhibition benedict rubbra eye to image until aug art africa nature devon observation
2465,Lovely blog from @kettlesyard about our first ever Volunteer Awards scheme - well done everyone &amp; thanks for sharing! http://t.co/14UCFNsJR1,happy,144,lovely blog from about our first ever volunteer awards scheme well done everyone thanks for sharing
2466,@NationalGallery “ #BobandRoberta I am angry more artists that have a profile r not speaking up! #foundationcourses. http://t.co/0Jqrql7vfK”,angry,140,bobandroberta i am angry more artists that have a profile r not speaking up foundationcourses
2467,It's all happening @LivArtFair today Pop in to see some wonderful #art #liverbuilding @tateliverpool @LoveNorthernArt http://t.co/8HGmT67yHV,happy,140,it s all happening today pop in to see some wonderful art liverbuilding
2468,@RAMMuseum  Great idea &amp; great pics - love this use of Instagram #InstaMuseum,happy,81,great idea great pics love this use of instagram instamuseum
2469,@RAMMuseum Hey! Check out the national singing competition Open Mic UK! Open to all types of acts and all ages! http://t.co/Sv0B1LE8ik,nocode,134,hey check out the national singing competition open mic uk open to all types of acts and all ages
2470,"Book for Making &amp; Promoting British Art @PlymouthMuseum http://t.co/gZePLguN0D Tues 23 June, 1.10pm, £2",nocode,107,book for making promoting british art tues june pm
2471,@kettlesyard excited to see the start of the redevelopment #HLFsupported Visit now &amp; return in 2 year to be wowed!!  https://t.co/PXeCnLT8W9,happy,144,excited to see the start of the redevelopment hlfsupported visit now return in year to be wowed
2472,@_TheWhitechapel. My darkroom after Christopher Williams. http://t.co/2sWgAcNOb8,nocode,80,my darkroom after christopher williams
2473,Great to learn more from @MetOffice Informatics Lab people today:  @niallhrobinson @metolab @RachelPrudden and Richard Hogben at @RAMMuseum,happy,139,great to learn more from informatics lab people today and richard hogben at
2474,"@britishmuseum @corneliagracchi Answering that all-important EU question today about productivity of Greek workers: ""What's a Grecian urn?""",nocode,139,answering that all important eu question today about productivity of greek workers what s a grecian urn
2475,"😊 (at @BritishMuseum in London, Greater London) https://t.co/dDkkNTVLyG",nocode,71,at in london greater london
2476,Been to @FitzMuseum_UK's Treasured Possessions yet? http://t.co/rp2G5s5KNu,nocode,74,been to s treasured possessions yet
2477,@NationalGallery not to brag but... http://t.co/0vZrWJ0DNI,nocode,58,not to brag but
2478,Take a tour of The British Museum @britishmuseum and practice your #Arabic. Here's the link. http://t.co/YNizqkvB2h #talkarabic #learnarabic,nocode,140,take a tour of the british museum and practice your arabic here s the link talkarabic learnarabic
2479,"#NG365 Jan Steen's ""The Effects of Intemperance"" c.1664 @NationalGallery #art #twitart http://t.co/n8VwktswfU",nocode,109,ng jan steen s the effects of intemperance c art twitart
2480,Etruscan mirror-case with a representation of Odysseus &amp; Penelope—via @britishmuseum archives http://t.co/LMf0gdRsQT http://t.co/SMKeQHw7xX,nocode,143,etruscan mirror case with a representation of odysseus penelope via archives
2481,"It's sunny, I was just given an @hummingbbakery cupcake, and I'm planning on going to the @britishmuseum later #lifeisgood #fridayfeeling",happy,137,it s sunny i was just given an cupcake and i m planning on going to the later lifeisgood fridayfeeling
2482,It was a good selection of sculptures. I was familiar with many of them from AS level and my BA. @foxvertebrae @britishmuseum,happy,125,it was a good selection of sculptures i was familiar with many of them from as level and my ba
2483,@FCBStudios: Watch the grand opening of 'The Edge' @UniofBath https://t.co/XMd5VKRHZ4 http://t.co/2lHKe179J8 @ICIABath #arts #dance #per…,nocode,137,watch the grand opening of the edge arts dance per
2484,@bbcarts @ICALondon @TimeOutArt @artfund @artlicks @FriezeLondon @_TheWhitechapel @GoldsmithsUoL @LondonAlumni,not-relevant,110,
2485,"Defining Beauty (at @BritishMuseum in London, Greater London w/ @stavruler) https://t.co/CaKbZfa1EL http://t.co/gUhkoy0UDO",nocode,122,defining beauty at in london greater london w
2486,@Magpie_Dreams @britishmuseum I'm not sure but it's look like a granada (pomergranate),not-relevant,86,i m not sure but it s look like a granada pomergranate
2487,Members'Day @tateliverpool #JacksonPollock http://t.co/9g7xlKtbKR,nocode,65,members day jacksonpollock
2488,And to top the visit off... Boilers on the rooftop! Well played @Tate_StIves X @stivesbrewery http://t.co/MgI8uRLEpt,happy,116,and to top the visit off boilers on the rooftop well played x
2489,"@SarahGee75 @sheepinsocks @tateliverpool will do, will probably be midweek though x",nocode,83,will do will probably be midweek though x
2490,@britishmuseum my fav,happy,21,my fav
2491,Work starts on Tate St Ives phase two @Tate_StIves @ILoveCornwallUK @BAMConstructUK http://t.co/p091v5nt7v http://t.co/ImS6X5Dd2M,nocode,129,work starts on tate st ives phase two
2492,@RAMMuseum Nominate your favourite #Devon business women for a Venus Award now   @EventExeter http://t.co/s0sdow6DUZ,not-relevant,116,nominate your favourite devon business women for a venus award now
2493,A curiously enticing painting. @NationalGallery @Marahowlingwolf @RenwickGallery @smithsonian @Abstractartist1 #art https://t.co/lbXlvd5l5P,nocode,139,a curiously enticing painting art
2494,I think that an exhibition with ridiculing cartoons of Napoleon are not a proper way to commemorate a tragic war #Waterloo200 @britishmuseum,disgust|angry,140,i think that an exhibition with ridiculing cartoons of napoleon are not a proper way to commemorate a tragic war waterloo
2495,Link http://t.co/O6khS0rnVX por @britishmuseum es el tuit más popular en mis 'news feed' de hoy,not-relevant,95,link por es el tuit m s popular en mis news feed de hoy
2496,"@NDCS_UK set up information stall at @britishmuseum, Ancient World Discovery Day! Come over for some fun and have a chat with us :) #deaf",happy,137,set up information stall at ancient world discovery day come over for some fun and have a chat with us deaf
2497,At Piero della Francesca conference @CourtauldStudy starting with new info on @NationalGallery's great Baptism of Christ,nocode,120,at piero della francesca conference starting with new info on s great baptism of christ
2498,"@britishmuseum no clutter, shops, glass or other Fosterisms",nocode,59,no clutter shops glass or other fosterisms
2499,@britishmuseum What's going on in this picture? http://t.co/1CBGqs45j7,nocode,70,what s going on in this picture
2500,@NationalGallery That Rembrandt selfportrait is one of my favourite pictures. I visit it yearly around my birthday; it's taught me so much.,happy,139,that rembrandt selfportrait is one of my favourite pictures i visit it yearly around my birthday it s taught me so much
2501,@sufeamono @tateliverpool 🍤,nocode,27,
2502,@PeppermintMuse 'what is Art?' #thecoloursofkennyroach @NationalGallery #edfringe2015 http://t.co/YBfhwtNMjL,nocode,108,what is art thecoloursofkennyroach edfringe
2503,"@moviexx1789 thank you for the follow, following you back #DefeatingDepression @RAMMuseum",not-relevant,89,thank you for the follow following you back defeatingdepression
2504,"Full on day, first up Pollock @tateliverpool then invigilating @theBluecoat &amp; now Antony Gormley @Biennial.. Amazing! http://t.co/4MPM6iV5sU",happy,144,full on day first up pollock then invigilating now antony gormley amazing
2505,How to take part in a Greco-Roman Sculpture themed flashmob near @britishmuseum: https://t.co/ooVdNzrFr6 @UK_Flashmob http://t.co/2bvhrDlLxy,nocode,140,how to take part in a greco roman sculpture themed flashmob near
2506,"Off to the press preview of the new @tateliverpool Pollock, Ligon and Bratescu shows this morning. A rather good line-up. Articles to come.",happy,139,off to the press preview of the new pollock ligon and bratescu shows this morning a rather good line up articles to come
2507,@NationalGallery canaletto!,nocode,27,canaletto
2508,@CarolineLawrenc @britishmuseum  Oo! Fairies!,happy,45,oo fairies
2509,...and today is the LAST CHANCE to see @kettlesyard before it closes for redevelopment http://t.co/ccDkd0lseL,nocode,109,and today is the last chance to see before it closes for redevelopment
2510,"Gold pendant from the Aigina treasure, Minoan, about 1850-1550 BC @britishmuseum. http://t.co/xOV3yvg6vf http://t.co/IGwSjqZLYz",nocode,127,gold pendant from the aigina treasure minoan about bc
2511,@britishmuseum why weren't Russians present in Waterloo?,nocode,56,why weren t russians present in waterloo
2512,{ @britishmuseum } #art #London #ttot #lp #vacation #trip #photography #photo #Travel #travelpics http://t.co/xji3l95pRg,nocode,120,art london ttot lp vacation trip photography photo travel travelpics
2513,"Illustration to Ptolemy's, 'Geographia Universalis', Basel: Petri, 1545 @britishmuseum http://t.co/O7aGcHNOE8",nocode,109,illustration to ptolemy s geographia universalis basel petri
2514,Escape the crowds in Trafalgar Square @WestEndLIVE this weekend and enjoy afternoon tea @NationalGallery #weekend http://t.co/ztpbS3AoSZ,nocode,136,escape the crowds in trafalgar square this weekend and enjoy afternoon tea weekend
2515,Book for @newexpressions3 Field visit programme http://t.co/GFZmazxBU9 @YorkArtGallery @PlymouthMuseum &amp; @UptonHouseNT,nocode,122,book for field visit programme
2516,Thank you @clioclothed for fascinating talk @NationalGallery on art and #synaesthesia,happy,85,thank you for fascinating talk on art and synaesthesia
2517,@Tate_StIves that's fighting talk that is! but since you're so lovely i'll let it pass :),happy,89,that s fighting talk that is but since you re so lovely i ll let it pass
2518,Dancing thro pictures! Flickbook session was excellent! @kettlesyard time to animate the creativity!! #castlehill15 http://t.co/B20cyC4JQa,happy,138,dancing thro pictures flickbook session was excellent time to animate the creativity castlehill
2519,"Book for Making &amp; Promoting British Art @PlymouthMuseum http://t.co/gZePLguN0D Tues 23 June, 1.10pm, £2",nocode,107,book for making promoting british art tues june pm
2520,Reading on Roman marriage. Here pic of Roman marriage ceremony from @britishmuseum. god Hymenaeus &amp; torch are missing http://t.co/BNF4uZ1A5P,nocode,144,reading on roman marriage here pic of roman marriage ceremony from god hymenaeus torch are missing
2521,"@NationalGallery You, of all museums, should join in on the wonderful #artbystanders hashtag... :) https://t.co/LaRbGvoJa5",happy,122,you of all museums should join in on the wonderful artbystanders hashtag
2522,off for a quick dip into the @_TheWhitechapel before @an_artnews board meet - Corin and a new kids commission! Love those so much.,happy,130,off for a quick dip into the before board meet corin and a new kids commission love those so much
2523,@Ophiolatrist @britishmuseum The illusive saint like leader does not exist in human history nor a nation which shines above all others!,nocode,135,the illusive saint like leader does not exist in human history nor a nation which shines above all others
2524,@britishmuseum I'd love to do a story for http://t.co/1PQr01NPi3. email us - 3dprintdotcom@gmail.com,nocode,100,i d love to do a story for email us dprintdotcom com
2525,@petetrainor @britishmuseum http://t.co/zzp0qDuoPD,nocode,50,
2526,@Peepsqueak @thegentleauthor @britishmuseum @KChavda the one standing up is the Heel Stone isn't it?,nocode,100,the one standing up is the heel stone isn t it
2527,"""Another Moment Waiting To Happen"" selected for Evolver Prize Exhibition @ThelmaHulbert 4… http://t.co/gwL2yeSSAo http://t.co/d900ntjonx",nocode,136,another moment waiting to happen selected for evolver prize exhibition
2528,#Verrocchio @icom_italia Ary #Scheffer @NationalGallery #Magritte @Tate @UK_ICOM @BrusselsMuseums @routledge_art http://t.co/CcqSWLtU4L,nocode,135,verrocchio ary scheffer magritte
2529,@NationalGallery Do you yourself paint/draw/sculpt? Anything you can share for us?,nocode,82,do you yourself paint draw sculpt anything you can share for us
2530,300 miles to see art? In this case it might be worth it. @tateliverpool http://t.co/4Eqch03Mb5 http://t.co/18Nokgmvv5,happy,117,miles to see art in this case it might be worth it
2531,"@NationalGallery Corot, al que sin duda anticipó Goya http://t.co/tQXeXzgmmc",nocode,76,corot al que sin duda anticip goya
2532,@zooanthrosmia I wonder why? @britishmuseum,nocode,43,i wonder why
2533,"“@VanGoghTheLife: 2 Crabs, Jan 1889. Oil on canvas, 47 x 61 cm. Private collection, on loan to @NationalGallery http://t.co/7ls6o7x521”",nocode,135,crabs jan oil on canvas x cm private collection on loan to
2534,"@NationalGallery The 2rd GENOCIDE against #Biafrans as promised by #Buhari has begun,3days of unreported aerial Bombardment in #Biafraland",not-relevant,138,the rd genocide against biafrans as promised by buhari has begun days of unreported aerial bombardment in biafraland
2535,@britishmuseum @Pinterest That prehistoric bone flute you had in your paleolithic exhibition a while back was my favorite.,happy,122,that prehistoric bone flute you had in your paleolithic exhibition a while back was my favorite
2536,"I'm at @BritishMuseum in London, Greater London https://t.co/0tFkvqNqRh",nocode,71,i m at in london greater london
2537,.@britishmuseum - Coupe avec des créatures de la mer 1426-1435 Dynastie Ming Xuande  http://t.co/u01lSltcx4,nocode,107,coupe avec des cr atures de la mer dynastie ming xuande
2538,"Loved #ancientlives exhibition @britishmuseum! Brilliant use of technology, amazing display, fascinating &amp; insightful. So cool #8mummies",happy,140,loved ancientlives exhibition brilliant use of technology amazing display fascinating insightful so cool mummies
2539,I just told @tate @britishmuseum @NPGLondon &amp; @RoyalOperaHouse to #DropBP Sponsorship. Join me: http://t.co/QBEXBC6yRN,nocode,122,i just told to dropbp sponsorship join me
2540,Absolutely fascinated by #8mummies yesterday .... &amp; quite taken by the @britishmuseum shop too :) http://t.co/e3tKUtcoCk,happy,124,absolutely fascinated by mummies yesterday quite taken by the shop too
2541,"""We've pulled out all the stops"" - curator Jane Munro on @FitzMuseum_UK watercolours http://t.co/Yz5DTi4jGU http://t.co/iHxSDTh2Rt",nocode,130,we ve pulled out all the stops curator jane munro on watercolours
2542,@chriswatt44 @Tate_StIves great pic. What a day. Cheers :-),happy,59,great pic what a day cheers
2543,{ @britishmuseum } #Korea #China #art #London #ttot #lp #vacation #trip #photography #photo #Travel #travelpics http://t.co/TJENSQFQma,nocode,134,korea china art london ttot lp vacation trip photography photo travel travelpics
2544,"@britishmuseum @gallimaufrey777 More remarkable for abdicating voluntarily,",nocode,75,more remarkable for abdicating voluntarily
2545,Thanks @metolab &amp; @RachelPrudden for showing me what you're working on. See you again at @RAMMuseum in July!,happy,112,thanks for showing me what you re working on see you again at in july
2546,Great to be with @chrismannbbc on his terrific radio show @BBCCambs chatting about @kettlesyard #Cambridge http://t.co/r74W46NRPJ,happy,129,great to be with on his terrific radio show chatting about cambridge
2547,Review of #IndigenousAustralia @BritishMuseum  #anthropology http://t.co/SdvRj9V8Nu http://t.co/kHsqdCv938,nocode,106,review of indigenousaustralia anthropology
2548,@britishmuseum @timneedles 2013 I was there the day before Summer Solstice @3sant #anglesey They were also making new visitors' center,nocode,134,i was there the day before summer solstice anglesey they were also making new visitors center
2549,@KirkdaleBooks @britishmuseum Boom Boom,nocode,39,boom boom
2550,"Waterloo; Wellington in foreground, holding a telescope and reins @britishmuseum #Waterloo200 http://t.co/von10M7ZUt http://t.co/xO2eM3FKus",nocode,139,waterloo wellington in foreground holding a telescope and reins waterloo
2551,"@NikosChangez @britishmuseum in their minds, probably yes. If you are protecting it though, then you return it as soon as situation changes",not-relevant,139,in their minds probably yes if you are protecting it though then you return it as soon as situation changes
2552,Well worth a visit - #IndigenousAustralia @britishmuseum. On until 2 Aug 2015. http://t.co/BQPxoajJ8z,happy,101,well worth a visit indigenousaustralia on until aug
2553,@FitzMuseum_UK @alexmonro @Cambscene @artist_bruce Look forward to visiting the exhibition.,happy,91,look forward to visiting the exhibition
2554,@NationalGallery golden draperies on the walls,nocode,46,golden draperies on the walls
2555,My mind on a canvas #seewhatididthere @NationalGallery #London http://t.co/ucVkl903kt,nocode,85,my mind on a canvas seewhatididthere london
2556,My review of the fab @StornowayBand at @RAMMuseum in @RecCollMag http://t.co/4S1w5ezohM (under my nom de plume) Birdsong ahoy! #stornoway,happy,137,my review of the fab at in under my nom de plume birdsong ahoy stornoway
2557,@Egondesign @Tate_StIves Mr Thomas learnt lots today during his visit #BarbaraHepworth http://t.co/Mh5Hm3EOyn,nocode,109,mr thomas learnt lots today during his visit barbarahepworth
2558,"""@britishmuseum: James VI (Scotland) and I (England). His portrait is in this jewel  What is the meaning of ""R""?",nocode,112,james vi scotland and i england his portrait is in this jewel what is the meaning of r
2559,@NationalGallery @TreeHouseBkshop Also on display on our bedroom ceiling! http://t.co/E2X3ffa9ya,happy,96,also on display on our bedroom ceiling
2560,Always love the mosaic floors @NationalGallery #London. Simple ideas like #curiosity #open mind &amp; rest &amp; be thankful http://t.co/cvxJLAp9iV,happy,147,always love the mosaic floors london simple ideas like curiosity open mind rest be thankful
2561,#Repost @britishmuseum with repostapp. ・・・ Today marks the 200th anniversary of the Battle of… https://t.co/OzvPMqdV0s,nocode,118,repost with repostapp today marks the th anniversary of the battle of
2562,.@FAHACS @HelenGraham64 graduate role in development team @britishmuseum for any new grads interested in fundraising https://t.co/pnbQrqsL3J,nocode,140,graduate role in development team for any new grads interested in fundraising
2563,"@britishmuseum @D2Zen love the Rubens drawings, seeing his hand at work. Btw high temp 64 here today! #craycray @CarisaMarie11",happy,126,love the rubens drawings seeing his hand at work btw high temp here today craycray
2564,"'Dizzy' reflected in Winifred Nicholson's Cyclamen &amp; Primula, in the Lower Extension @kettlesyard https://t.co/hcEVoRF2Gu",nocode,125,dizzy reflected in winifred nicholson s cyclamen primula in the lower extension
2565,'Founder' of the @britishmuseum Sir Hans Sloane (1650 - 1753) http://t.co/vXuOLlPPsI,nocode,84,founder of the sir hans sloane
2566,@SparkSpaceLdn @dropthedebt @_TheWhitechapel whoops sorry IN whitechapel but at the Brady Art Centre!,nocode,101,whoops sorry in whitechapel but at the brady art centre
2567,Jackson Pollock’s black pourings: Northern Soul talks to @tateliverpool http://t.co/XEfCDRit7Q #Liverpool #JacksonPollock #Pollock #art,nocode,135,jackson pollock s black pourings northern soul talks to liverpool jacksonpollock pollock art
2568,BritishMuseum: RT @CBoyleImages: A very intresting insight into ancient Egypt @britishmuseum exhibition Ancient Li… http://t.co/GsdwSBiD5e,happy,138,britishmuseum rt a very intresting insight into ancient egypt exhibition ancient li
2569,Looking forward to seeing our @ThePlaceLondon creative project with @britishmuseum today https://t.co/oHlFJnHzpN http://t.co/EbbgpB9wRD,happy,135,looking forward to seeing our creative project with today
2570,@britishmuseum :@rev_mahapa~Follow us on Facebook Page &amp; Group:HERITAGE/MUSEUM CLUBS MOVEMENT OF SOUTH AFRICA,nocode,113,follow us on facebook page group heritage museum clubs movement of south africa
2571,@britishmuseum @TripAdvisor I saw something this week on Australian TV on the British Museum ..it did look fantastic !,happy,118,i saw something this week on australian tv on the british museum it did look fantastic
2572,"Boy and girl, nobility and nubility – all are collapsed together in the 'Sleeping Hermaprodite' @britishmuseum http://t.co/yZzrTuwv56",nocode,133,boy and girl nobility and nubility all are collapsed together in the sleeping hermaprodite
2573,new volunteering opportunities at @MAACambridge working on collections or front-of-house http://t.co/vsmOtHBn6j,not-relevant,111,new volunteering opportunities at working on collections or front of house
2574,@tate_kids @tateliverpool love that description of #Pollock,happy,59,love that description of pollock
2575,This cheeky beauty is a popular exhibit at @BritishMuseum. One of many representations of the love goddess they have. http://t.co/MIVusjNnmu,happy,140,this cheeky beauty is a popular exhibit at one of many representations of the love goddess they have
2576,"Just me, @_ECinc and @petermansbridge at the @MtAalumni event at the @NationalGallery, amazing Alex Colville exhibit http://t.co/GH7pTeGPk1",happy,139,just me and at the event at the amazing alex colville exhibit
2577,@Postgate @NationalGallery I'd like to know,nocode,43,i d like to know
2578,We interrupt our summer editing hiatus for a progress update: catch Sarah this Sat anoon @_TheWhitechapel Gallery http://t.co/x42lxBIFRB,nocode,136,we interrupt our summer editing hiatus for a progress update catch sarah this sat anoon gallery
2579,If only the Thames was as swimmer-friendly! Hiding from the heat @NationalGallery #London #summer http://t.co/yPzGMZterD,nocode,120,if only the thames was as swimmer friendly hiding from the heat london summer
2580,"@RA_Mag @NationalGallery  Angel""how you feeling after the weekend ? "" Saint ""ruff, I wouldn't go in there just yet "" Angel ""bless you child""",nocode,140,angel how you feeling after the weekend saint ruff i wouldn t go in there just yet angel bless you child
2581,"Morning peeps, beautiful morning in Cranleigh, looking forward to a shindig @BritishMuseum later☺️ http://t.co/ii1VoRZyPi",happy,121,morning peeps beautiful morning in cranleigh looking forward to a shindig later
2582,"In 'The Painter's Father', Cézanne's father is shown immersed in his newspaper. You can v... http://t.co/l28cErcVBN via @NationalGallery",nocode,136,in the painter s father c zanne s father is shown immersed in his newspaper you can v via
2583,@NationalGallery @Your_Paintings I don't think the model is Saskia.,nocode,67,i don t think the model is saskia
2584,@AdriaQuinones @britishmuseum Remember being there with mr and Julia in the Mezozoic era? That manuscript exhibit?,nocode,114,remember being there with mr and julia in the mezozoic era that manuscript exhibit
2585,"Visited @MontacuteNT today and the whole house was fantastic, especially the @NationalGallery exhibition. Lovely, welcoming staff too.",happy,134,visited today and the whole house was fantastic especially the exhibition lovely welcoming staff too
2586,"It's #ilovemuseums day! V lucky to have so many brilliant museums nearby to entertain children, visitors&amp; me @CamUnivMuseums @CamTechMuseum",happy,143,it s ilovemuseums day v lucky to have so many brilliant museums nearby to entertain children visitors me
2587,@tateliverpool Yes looking forward to. Last Pollock show I saw was during 2012 in Tokyo. Saw the amazing “Mural on Indian Red Ground”.,happy,134,yes looking forward to last pollock show i saw was during in tokyo saw the amazing mural on indian red ground
2588,At work in #Exeter today @RAMMuseum @Devon_Hour http://t.co/0tDkevR9eg,nocode,70,at work in exeter today
2589,Today @RAMMuseum's millionth visitor received a 3D printed copy of an ancient Peruvian pot and behind-the-scenes tour http://t.co/juhm4GFpuL,nocode,140,today s millionth visitor received a d printed copy of an ancient peruvian pot and behind the scenes tour
